FIRING_HEADER_ROW	Time Cue Number	Ignition Event Time	Number Of Devices	Duration	Coordinates	Chain Identifier	Lockout Identifier	Device Delay	Prefire Delay	Effect Name	Caliber	Category	Angles	Position Name	Animation Description	Module Description	Module Address	Slat Address	Pin Address	Firing Notes	Product ID	Manufacturer Product ID	Animation ID	Location Primary	Location Secondary	Price Per Device	Mortar Caliber	Track Identifier
FIRING_DATA_ROW		52.648	1	1.0	10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-10	Silver Jet	pyrodigital_fm_30fps	$09		$5		NSSF801					75.0		
FIRING_DATA_ROW		53.355	1	1.0	-10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-02	Silver Jet	pyrodigital_fm_30fps	$01		$3		NSSF801					75.0		
FIRING_DATA_ROW		53.355	1	1.0	-5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-04	Silver Jet	pyrodigital_fm_30fps	$03		$2		NSSF801					75.0		
FIRING_DATA_ROW		53.355	1	1.0	0.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-06	Silver Jet	pyrodigital_fm_30fps	$05		$5		NSSF801					75.0		
FIRING_DATA_ROW		53.355	1	1.0	5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-08	Silver Jet	pyrodigital_fm_30fps	$07		$2		NSSF801					75.0		
FIRING_DATA_ROW		53.355	1	1.0	10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-10	Silver Jet	pyrodigital_fm_30fps	$09		$3		NSSF801					75.0		
FIRING_DATA_ROW		55.586	1	1.0	-10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-02	Silver Jet	pyrodigital_fm_30fps	$01		$4		NSSF801					75.0		
FIRING_DATA_ROW		55.586	1	1.0	-5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-04	Silver Jet	pyrodigital_fm_30fps	$03		$3		NSSF801					75.0		
FIRING_DATA_ROW		55.586	1	1.0	0.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-06	Silver Jet	pyrodigital_fm_30fps	$05		$6		NSSF801					75.0		
FIRING_DATA_ROW		55.586	1	1.0	5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-08	Silver Jet	pyrodigital_fm_30fps	$07		$3		NSSF801					75.0		
FIRING_DATA_ROW		55.586	1	1.0	10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other		P-10	Silver Jet	pyrodigital_fm_30fps	$09		$4		NSSF801					75.0		
FIRING_DATA_ROW		56.262	1	1.0	-10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-02	Silver Jet	pyrodigital_fm_30fps	$01		$6		NSSF801					75.0		
FIRING_DATA_ROW		56.262	1	1.0	-5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-04	Silver Jet	pyrodigital_fm_30fps	$03		$5		NSSF801					75.0		
FIRING_DATA_ROW		56.262	1	1.0	0.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-06	Silver Jet	pyrodigital_fm_30fps	$05		$8		NSSF801					75.0		
FIRING_DATA_ROW		56.262	1	1.0	5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-08	Silver Jet	pyrodigital_fm_30fps	$07		$5		NSSF801					75.0		
FIRING_DATA_ROW		56.262	1	1.0	10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	-40.0	P-10	Silver Jet	pyrodigital_fm_30fps	$09		$6		NSSF801					75.0		
FIRING_DATA_ROW		56.562	0	0.0				0.0	0.0			Other																
FIRING_DATA_ROW		56.984	1	1.0	-10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	40.0	P-02	Silver Jet	pyrodigital_fm_30fps	$01		$B		NSSF801					75.0		
FIRING_DATA_ROW		56.984	1	1.0	-5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	40.0	P-04	Silver Jet	pyrodigital_fm_30fps	$03		$B		NSSF801					75.0		
FIRING_DATA_ROW		56.984	1	1.0	0.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	40.0	P-06	Silver Jet	pyrodigital_fm_30fps	$05		$E		NSSF801					75.0		
FIRING_DATA_ROW		56.984	1	1.0	5.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	40.0	P-08	Silver Jet	pyrodigital_fm_30fps	$07		$B		NSSF801					75.0		
FIRING_DATA_ROW		56.984	1	1.0	10.0 0.0 -4.0			0.0	0.3	Silver Jet 8m 1s ( = 6 m )	3"	Other	40.0	P-10	Silver Jet	pyrodigital_fm_30fps	$09		$B		NSSF801					75.0		
FIRING_DATA_ROW		58.667	1	0.01	7.5 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-19	silver jet	pyrodigital_fm_30fps	$10		$2		900003E					130.0		
FIRING_DATA_ROW		58.707	1	0.01	5.0 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-18	silver jet	pyrodigital_fm_30fps	$0F		$1		900003E					130.0		
FIRING_DATA_ROW		58.747	1	0.01	2.5 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-17	silver jet	pyrodigital_fm_30fps	$0E		$1		900003E					130.0		
FIRING_DATA_ROW		58.787	1	0.01	0.0 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-16	silver jet	pyrodigital_fm_30fps	$0D		$1		900003E					130.0		
FIRING_DATA_ROW		58.827	1	0.01	-2.5 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-15	silver jet	pyrodigital_fm_30fps	$0C		$1		900003E					130.0		
FIRING_DATA_ROW		58.867	1	0.01	-5.0 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-14	silver jet	pyrodigital_fm_30fps	$0B		$1		900003E					130.0		
FIRING_DATA_ROW		58.907	1	0.01	-7.5 0.0 -12.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-13	silver jet	pyrodigital_fm_30fps	$0A		$2		900003E					130.0		
FIRING_DATA_ROW		58.947	1	0.01	10.0 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-10	silver jet	pyrodigital_fm_30fps	$09		$2		900003E					130.0		
FIRING_DATA_ROW		58.987	1	0.01	7.5 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-09	silver jet	pyrodigital_fm_30fps	$08		$0		900003E					130.0		
FIRING_DATA_ROW		59.027	1	0.01	5.0 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-08	silver jet	pyrodigital_fm_30fps	$07		$1		900003E					130.0		
FIRING_DATA_ROW		59.067	1	0.01	2.5 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-07	silver jet	pyrodigital_fm_30fps	$06		$0		900003E					130.0		
FIRING_DATA_ROW		59.107	1	0.01	0.0 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-06	silver jet	pyrodigital_fm_30fps	$05		$4		900003E					130.0		
FIRING_DATA_ROW		59.147	1	0.01	-2.5 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-05	silver jet	pyrodigital_fm_30fps	$04		$0		900003E					130.0		
FIRING_DATA_ROW		59.187	1	0.01	-5.0 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-04	silver jet	pyrodigital_fm_30fps	$03		$1		900003E					130.0		
FIRING_DATA_ROW		59.227	1	0.01	-7.5 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-03	silver jet	pyrodigital_fm_30fps	$02		$0		900003E					130.0		
FIRING_DATA_ROW		59.267	1	0.01	-10.0 0.0 -4.0			0.0	0.1	PHOTOFLASH WHITE (W/ IGNITER) ES	3"	Other		P-02	silver jet	pyrodigital_fm_30fps	$01		$2		900003E					130.0		
FIRING_DATA_ROW		59.328	1	1.21	0.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity PURPLE	50mm	Candles		P-06	1.21s Mine Purple	pyrodigital_fm_30fps	$05		$C		200614					175.0		
FIRING_DATA_ROW		59.428	1	2.0	-10.0 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-01	flame projector	firetek_dmx_device_11col	02		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	-7.5 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-02	flame projector	firetek_dmx_device_11col	03		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	-5.0 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-03	flame projector	firetek_dmx_device_11col	04		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	-2.5 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-04	flame projector	firetek_dmx_device_11col	05		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	0.0 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-05	flame projector	firetek_dmx_device_11col	06		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	2.5 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-06	flame projector	firetek_dmx_device_11col	07		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	5.0 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-07	flame projector	firetek_dmx_device_11col	08		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	7.5 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-08	flame projector	firetek_dmx_device_11col	09		dmx		T							
FIRING_DATA_ROW		59.428	1	2.0	10.0 0.0 1.0			0.0	0.0	Gasol T	3"	Other		G-09	flame projector	firetek_dmx_device_11col	10		dmx		T							
FIRING_DATA_ROW		59.801	1	1.21	-5.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity PURPLE	50mm	Candles		P-04	1.21s Mine Purple	pyrodigital_fm_30fps	$03		$9		200614					175.0		
FIRING_DATA_ROW		59.801	1	1.21	5.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity PURPLE	50mm	Candles		P-08	1.21s Mine Purple	pyrodigital_fm_30fps	$07		$9		200614					175.0		
FIRING_DATA_ROW		59.904	0	0.0				0.0	0.0			Other																
FIRING_DATA_ROW		60.254	1	1.21	-10.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity PURPLE	50mm	Candles		P-02	1.21s Mine Purple	pyrodigital_fm_30fps	$01		$9		200614					175.0		
FIRING_DATA_ROW		60.254	1	1.21	10.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity PURPLE	50mm	Candles		P-10	1.21s Mine Purple	pyrodigital_fm_30fps	$09		$9		200614					175.0		
FIRING_DATA_ROW		60.354	0	0.0				0.0	0.0			Other																
FIRING_DATA_ROW		60.882	0	0.0				0.0	0.0			Other																
FIRING_DATA_ROW		61.166	1	1.21	-10.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity LEMON	50mm	Candles		P-02	1.21s Mine Lemon	pyrodigital_fm_30fps	$01		$8		200603					175.0		
FIRING_DATA_ROW		61.166	1	1.21	10.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity LEMON	50mm	Candles		P-10	1.21s Mine Lemon	pyrodigital_fm_30fps	$09		$8		200603					175.0		
FIRING_DATA_ROW		61.636	1	1.21	-5.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity LEMON	50mm	Candles		P-04	1.21s Mine Lemon	pyrodigital_fm_30fps	$03		$8		200603					175.0		
FIRING_DATA_ROW		61.636	1	1.21	5.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity LEMON	50mm	Candles		P-08	1.21s Mine Lemon	pyrodigital_fm_30fps	$07		$8		200603					175.0		
FIRING_DATA_ROW		61.736	0	0.0				0.0	0.0			Other																
FIRING_DATA_ROW		62.078	1	1.21	0.0 0.0 -4.0			0.0	0.1	45 mm Mine High Luminosity LEMON	50mm	Candles		P-06	1.21s Mine Lemon	pyrodigital_fm_30fps	$05		$B		200603					175.0		
FIRING_DATA_ROW		63.058	1	1.54	0.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-06	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$05		$2		13W-5					450.0		
FIRING_DATA_ROW		63.058	1	0.05	0.0 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-05	very very bright red jet	firetek_dmx_device_11col	06		dmx		S							
FIRING_DATA_ROW		63.48	1	0.05	-2.5 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-04	very very bright red jet	firetek_dmx_device_11col	05		dmx		S							
FIRING_DATA_ROW		63.48	1	0.05	2.5 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-06	very very bright red jet	firetek_dmx_device_11col	07		dmx		S							
FIRING_DATA_ROW		63.946	1	1.54	-5.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-04	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$03		$0		13W-5					450.0		
FIRING_DATA_ROW		63.946	1	1.54	5.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-08	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$07		$0		13W-5					450.0		
FIRING_DATA_ROW		63.946	1	0.05	-5.0 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-03	very very bright red jet	firetek_dmx_device_11col	04		dmx		S							
FIRING_DATA_ROW		63.946	1	0.05	5.0 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-07	very very bright red jet	firetek_dmx_device_11col	08		dmx		S							
FIRING_DATA_ROW		64.403	1	0.05	-7.5 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-02	very very bright red jet	firetek_dmx_device_11col	03		dmx		S							
FIRING_DATA_ROW		64.403	1	0.05	7.5 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-08	very very bright red jet	firetek_dmx_device_11col	09		dmx		S							
FIRING_DATA_ROW		64.836	1	1.54	-10.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-02	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$01		$0		13W-5					450.0		
FIRING_DATA_ROW		64.836	1	1.54	0.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-06	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$05		$3		13W-5					450.0		
FIRING_DATA_ROW		64.836	1	1.54	10.0 0.0 -4.0			0.0	0.0	13-fan Red Wave comet w blue mine	30mm	Cakes		P-10	1.54s Red Wave Comet w/ Blue Mine	pyrodigital_fm_30fps	$09		$0		13W-5					450.0		
FIRING_DATA_ROW		64.884	1	0.05	-10.0 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-01	very very bright red jet	firetek_dmx_device_11col	02		dmx		S							
FIRING_DATA_ROW		64.884	1	0.05	10.0 0.0 1.0			0.0	0.0	Gasol S	3"	Other		G-09	very very bright red jet	firetek_dmx_device_11col	10		dmx		S							
